TF	Gene
AR	SYNGAP1
MITF	SYNGAP1
MZF1	SYNGAP1
GATA2	SYNGAP1
RFXAP	SYNGAP1
ATF1	SYNGAP1
NKX2-5	SYNGAP1
CASR	SYNGAP1
NR1H2	SYNGAP1
GATA3	SYNGAP1
CREB1	SYNGAP1
ATF2	SYNGAP1
TEAD1	SYNGAP1
ZEB1	SYNGAP1
PLAU	SYNGAP1
GTF2I	SYNGAP1
TFE3	SYNGAP1
GATA4	SYNGAP1
RARG	SYNGAP1
VDR	SYNGAP1
RXRB	SYNGAP1
RFX5	SYNGAP1
IRF1	TRIM14
FOXO3B	MGMT
SRF	MGMT
GABPA	MGMT
TFAP2A	MGMT
FOXO3	MGMT
EGR2	METRNL
EGR1	METRNL
EGR3	METRNL
EGR4	METRNL
FOXJ2	ANAPC13
FOXP3	RALGPS2
RREB1	AGPAT4
MEIS1	AMPD1
HOXA9	AMPD1
MEF2A	AMPD1
HOXC6	HOXB2
PBX3	HOXB2
PKNOX1	HOXB2
PBX1	HOXB2
HOXB1	HOXB2
PDX1	HOXB2
RORA	HOXB2
PBX2	HOXB2
HOXB7	HOXB2
CUX1	HOXB2
HOXB8	HOXB2
NR1I2	TBC1D17
SP1	TBC1D17
SP2	TBC1D17
SP4	TBC1D17
SP3	TBC1D17
JUN	TBC1D17
RXRA	TBC1D17
FOS	TBC1D17
CASR	TBC1D17
RORA	TBC1D17
VDR	TBC1D17
RXRB	TBC1D17
NFYA	CDH1
NR2F2	NLRC3
SOX2	KLHL7
SOX15	KLHL7
SOX18	KLHL7
SOX21	KLHL7
SOX10	KLHL7
AIRE	KLHL7
SOX11	KLHL7
HLF	KLHL7
SOX5	KLHL7
SOX9	KLHL7
SOX8	KLHL7
SOX12	KLHL7
SRY	KLHL7
SOX14	KLHL7
SOX3	KLHL7
SOX4	KLHL7
PPARA	TEPP
RXRA	TEPP
MTF1	TEPP
NFYA	CCDC134
RORA	CCDC134
NF1	ZDHHC18
STAT5A	FGD6
HNF1A	FGD6
CREB1	ABCB8
ALX4	SULT1C2
RXRA	FASTKD1
VDR	FASTKD1
MEIS1	C5ORF43
HOXA9	C5ORF43
CUX1	C5ORF43
BACH2	CNTNAP1
NRF1	CNTNAP1
NKX6-1	CNTNAP1
MAF	CNTNAP1
MAFB	CNTNAP1
NFE2L3	CNTNAP1
SP3	CNTNAP1
MAFG	CNTNAP1
NFE2	CNTNAP1
CEBPB	CNTNAP1
GABPA	CNTNAP1
NFE2L1	CNTNAP1
BACH1	CNTNAP1
JUN	CNTNAP1
MAFK	CNTNAP1
FOS	CNTNAP1
ATF2	CNTNAP1
TEAD1	CNTNAP1
GTF2I	CNTNAP1
MAFF	CNTNAP1
GABPA	NDUFC1
GABPB1	NDUFC1
GABPB2	NDUFC1
TOPORS	NDUFC1
REST	PLCH2
SMAD4	PLCH2
FOXD1	LAMA4
ELK4	C1ORF84
FOXO3B	HK2
FOXO3	HK2
POU2F1	ALKBH3
PDX1	RPS27
PITX2	RPS27
RXRA	ADAMDEC1
NR1H4	ADAMDEC1
PAX3	TINF2
ETS2	TINF2
MEIS1	NCOR1
ELSPBP1	NCOR1
HOXA9	NCOR1
MYOD1	NCOR1
ZBTB6	NCOR1
TCF3	NCOR1
CRX	SLC25A46
LHX3	SLC25A46
RAX	SLC25A46
CUX1	OBFC2A
GATA1	PSME2
GATA6	PSME2
GATA5	PSME2
CD40	PSME2
HOXA7	PSME2
PBX1	PSME2
GATA2	PSME2
NKX2-5	PSME2
GATA3	PSME2
GATA4	PSME2
IRF1	PSME2
NR1H3	SYTL3
RXRA	SYTL3
NR1H2	SYTL3
HINFP	SYTL3
FOXO1	C6ORF136
AHR	STRN4
ARNT	STRN4
NR2F2	RQCD1
HNF4A	RQCD1
PPARA	RQCD1
HNF4G	RQCD1
RXRA	RQCD1
NR2F1	RQCD1
IRF1	RQCD1
PPARG	RQCD1
LHX3	SAR1A
RXRA	SAR1A
NR1H2	SAR1A
STAT5A	BCAT2
STAT1	BCAT2
RXRA	BCAT2
MTF1	BCAT2
NR1H2	BCAT2
PPARG	BCAT2
ATF6	COPB1
POU2F1	COPB1
HERPUD1	JOSD2
RUNX3	JOSD2
RUNX1	JOSD2
RUNX2	JOSD2
RFX1	JOSD2
RFXANK	JOSD2
RFXAP	JOSD2
PPARG	JOSD2
RFX5	JOSD2
NR1I2	ALKBH6
NR2F2	ALKBH6
NR1H3	ALKBH6
RARA	ALKBH6
RARB	ALKBH6
RXRG	ALKBH6
RXRA	ALKBH6
RELA	ALKBH6
NR2F1	ALKBH6
CASR	ALKBH6
NR1H2	ALKBH6
RARG	ALKBH6
RXRB	ALKBH6
STAT1	C9ORF103
NKX3-1	EPB41L5
HNF1A	EPB41L5
HERPUD1	FGR
ELK4	FGR
SREBF1	FGR
CD40	FGR
NR1H3	FGR
FLI1	FGR
NFKB1	FGR
NFKB2	FGR
RXRA	FGR
FKBP4	FGR
ETS2	FGR
RELA	FGR
ETS1	FGR
ELF2	FGR
CUZD1	FGR
NR1H2	FGR
ERF	FGR
CUX1	FGR
ATF1	PDZD8
SMAD4	LEPREL4
ARNT	LATS2
IRF4	KLHDC9
IRF5	KLHDC9
IRF7	KLHDC9
IRF3	KLHDC9
IRF2	KLHDC9
IRF6	KLHDC9
RFX1	KLHDC9
IRF8	KLHDC9
GATA4	KLHDC9
IRF1	KLHDC9
HIF1A	AK4
SETD2	AK4
ELSPBP1	USP36
FOXO4	USP36
NFIL3	USP36
MYOD1	USP36
TCF3	USP36
FOXF2	USP36
CREB1	USP36
ATF2	USP36
E4F1	USP36
TBX5	ZIK1
USF1	ZIK1
RXRA	ZIK1
MAX	ZIK1
ARNT	ZIK1
VDR	ZIK1
CEBPG	LBH
STAT4	LBH
POU3F1	LBH
CEBPE	LBH
DBP	LBH
GATA1	LBH
FOXC1	LBH
STAT6	LBH
STAT5A	LBH
CEBPA	LBH
GATA6	LBH
YY1	LBH
STAT1	LBH
KCNH6	LBH
NR1I2	LBH
BRCA1	LBH
EGR2	LBH
FOXP3	LBH
EGR1	LBH
ELK3	LBH
HOXA4	LBH
ERG	LBH
FOXO4	LBH
NR2F2	LBH
LEF1	LBH
ELK4	LBH
USF2	LBH
GATA5	LBH
HOXC6	LBH
HNF4A	LBH
HNF4G	LBH
SPIB	LBH
FLI1	LBH
NFATC2	LBH
FOSL2	LBH
NFATC4	LBH
RUNX1	LBH
IRF7	LBH
CEBPB	LBH
HNF1A	LBH
NFATC1	LBH
RUNX2	LBH
CEBPD	LBH
PBX3	LBH
GABPA	LBH
EGR3	LBH
EFNA2	LBH
GABPB1	LBH
GABPB2	LBH
PAX2	LBH
PKNOX1	LBH
FOSL1	LBH
JUNB	LBH
SOX10	LBH
ETV4	LBH
JUN	LBH
ELK1	LBH
EGR4	LBH
RXRA	LBH
NFATC3	LBH
ETS2	LBH
TFEB	LBH
PBX1	LBH
HOXB1	LBH
NR3C1	LBH
ETS1	LBH
HSF1	LBH
HSF2	LBH
AR	LBH
MITF	LBH
GATA2	LBH
ELF2	LBH
NR2F1	LBH
SRY	LBH
TCF7L2	LBH
FOS	LBH
CUZD1	LBH
PDX1	LBH
ATM	LBH
RORA	LBH
JUND	LBH
GATA3	LBH
ELF4	LBH
TEAD1	LBH
ZEB1	LBH
TFE3	LBH
GATA4	LBH
IRF1	LBH
HMGA2	LBH
SPI1	LBH
PBX2	LBH
HOXB7	LBH
HOXB8	LBH
POU2F1	LBH
NRF1	CKLF
POU3F2	GLCCI1
FOXL1	GLCCI1
TBX5	GLCCI1
CDC5L	GLCCI1
NKX2-2	GLCCI1
POU1F1	GLCCI1
IRF1	GLCCI1
FOXO1	GLCCI1
POU2F1	EMX2
PGR	ANTXR1
STAT6	TGIF1
CEBPA	TGIF1
SOX2	TGIF1
BRCA1	TGIF1
FOXO4	TGIF1
LEF1	TGIF1
USF2	TGIF1
SOX15	TGIF1
SOX18	TGIF1
HNF4A	TGIF1
HNF4G	TGIF1
SOX21	TGIF1
NFATC2	TGIF1
NFATC4	TGIF1
HNF1A	TGIF1
NFATC1	TGIF1
PAX2	TGIF1
SOX10	TGIF1
MYB	TGIF1
SOX11	TGIF1
NFATC3	TGIF1
SOX5	TGIF1
SOX9	TGIF1
SOX8	TGIF1
SOX12	TGIF1
AR	TGIF1
SRY	TGIF1
SOX14	TGIF1
TCF7L2	TGIF1
SOX3	TGIF1
IL10	TGIF1
SOX4	TGIF1
FOXO3	TGIF1
ZEB1	TGIF1
TBP	TGIF1
IRF1	TGIF1
FOXI1	TGIF1
HMGA2	TGIF1
FOXO1	TGIF1
NKX2-2	HUS1
RFX1	LRRC67
STAT1	LAP3
GCM1	LAP3
HIF1A	TXLNA
TP53	TXLNA
ATF6	TXLNA
PGR	TXLNA
NFYB	TXLNA
NR3C1	TXLNA
NFYA	TXLNA
SETD2	TXLNA
TCF3	SERTAD1
USF1	MCOLN1
SREBF1	MCOLN1
ARNT	MCOLN1
HINFP	NTN1
SP1	MAN1B1
SP4	MAN1B1
SP3	MAN1B1
MYC	MAN1B1
MAX	MAN1B1
FOXD1	BTG1
GATA1	BTG1
STAT6	BTG1
CEBPA	BTG1
GATA6	BTG1
FOXL1	BTG1
FOXO4	BTG1
LEF1	BTG1
GATA5	BTG1
OTX2	BTG1
NKX6-2	BTG1
HNF1A	BTG1
SOX5	BTG1
PBX1	BTG1
OTX1	BTG1
HNF1B	BTG1
CDX1	BTG1
CDX2	BTG1
GATA2	BTG1
SRY	BTG1
FOXF1	BTG1
FOXF2	BTG1
FOXJ1	BTG1
GATA3	BTG1
FOXO3	BTG1
CREB1	BTG1
GATA4	BTG1
TBP	BTG1
FOXD3	BTG1
IRF1	BTG1
FOXI1	BTG1
HMGA2	BTG1
FOXO1	BTG1
FOXO3B	FER1L5
FOXO3	FER1L5
MEIS1	SCAF11
NR2F2	SCAF11
HNF4A	SCAF11
HOXA9	SCAF11
NR2F1	SCAF11
E2F1	C11ORF68
CEBPA	C11ORF68
DSP	C11ORF68
NR5A1	C11ORF68
CD40	C11ORF68
NFKB1	C11ORF68
MYC	C11ORF68
IRF2	C11ORF68
FKBP4	C11ORF68
MAX	C11ORF68
E2F7	C11ORF68
UBE4A	C11ORF68
E2F3	C11ORF68
TFDP1	C11ORF68
E2F4	C11ORF68
EGR2	BOK
AIRE	BOK
TP53	AP1S1
FOXO4	ZNF24
MZF1	ZNF24
RUNX3	TCTN1
RUNX1	TCTN1
RUNX2	TCTN1
PATZ1	FCHO1
FOXO4	SMAD5
ZNF238	SMAD5
FOXJ2	BTG2
SRF	TBX1
PGR	TBX1
NR3C1	TBX1
SP1	ZNF414
SP2	ZNF414
SP4	ZNF414
SP3	ZNF414
TFAP4	ZNF414
HOXC6	TULP2
PBX3	TULP2
PKNOX1	TULP2
PBX1	TULP2
HOXB1	TULP2
PDX1	TULP2
FOXJ2	TULP2
PBX2	TULP2
HOXB7	TULP2
HOXB8	TULP2
GATA1	KDM3B
HOXA7	KDM3B
RORA	KDM3B
NKX2-1	PDE5A
AIRE	PDE5A
SREBF1	BHLHA15
RUNX3	BHLHA15
RUNX1	BHLHA15
RUNX2	BHLHA15
BACH1	BHLHA15
POU2F2	BHLHA15
POU2F1	BHLHA15
IRF2	AKAP3
CNTN2	OVOL2
CREB1	OVOL2
YY1	NARS
E2F1	C7ORF47
STAT4	C7ORF47
NRF1	C7ORF47
STAT6	C7ORF47
STAT5A	C7ORF47
DSP	C7ORF47
STAT3	C7ORF47
STAT2	C7ORF47
STAT5B	C7ORF47
STAT1	C7ORF47
TBX5	C7ORF47
SPIB	C7ORF47
MEF2A	C7ORF47
EFNA2	C7ORF47
UBE4A	C7ORF47
APC	C7ORF47
ZEB1	C7ORF47
POU1F1	C7ORF47
E2F3	C7ORF47
TFDP1	C7ORF47
SPI1	C7ORF47
E2F4	C7ORF47
PAX5	PIP5KL1
FOXO4	MTMR10
FOXF2	MTMR10
CD40	SRP14
NFKB1	SRP14
NFKB2	SRP14
FKBP4	SRP14
RELA	SRP14
AR	SRP14
FOS	SRP14
CUX1	SRP14
EGR2	KIF26A
GCM1	KIF26A
EGR3	KIF26A
AHR	KIF26A
ARNT	KIF26A
E2F1	FLII
DSP	FLII
ELSPBP1	FLII
HNF4A	FLII
NFKB1	FLII
FOSL2	FLII
ESR2	FLII
MEF2A	FLII
FOSL1	FLII
ATF4	FLII
JUNB	FLII
MYB	FLII
JUN	FLII
RXRA	FLII
RFX1	FLII
AHR	FLII
ARNT	FLII
ESR1	FLII
E2F7	FLII
FOSB	FLII
UBE4A	FLII
FOS	FLII
JUND	FLII
CREB1	FLII
ZEB1	FLII
E4F1	FLII
VDR	FLII
E2F3	FLII
TFDP1	FLII
E2F4	FLII
RREB1	PPP1R9A
HERPUD1	KLHL23
TBP	KLHL23
CEBPA	FOXN4
DDIT3	FOXN4
NFIL3	RHCE
FOXA1	USP25
RREB1	DENND5A
E2F1	SRSF10
STAT5B	SRSF10
APC	SRSF10
TFDP1	SRSF10
E2F4	SRSF10
HOXA7	C11ORF61
SMAD4	FKBP10
CEBPA	RNF149
VSX2	RNF149
CEBPB	RNF149
TCF3	RNF149
GATA1	RNF181
GFI1	RNF181
NFYB	RNF181
ZNF238	RNF181
NFYA	RNF181
AR	RNF181
GFI1B	RNF181
HIC1	RNF181
HNF1A	SEMA6A
HNF1B	SEMA6A
USF1	TERT
CLOCK	TERT
ARNTL2	TERT
MYC	TERT
MAX	TERT
ARNTL	TERT
E2F1	DCK
DSP	DCK
E2F7	DCK
UBE4A	DCK
E2F3	DCK
TFDP1	DCK
E2F4	DCK
YY1	KIAA1143
MTF1	P2RY14
SRF	SPP1
NR5A1	KIAA1161
BACH2	CD247
FOXA1	CD247
FOXA2	CD247
FOXA3	CD247
SOX5	CD247
CDX1	CD247
CDX2	CD247
FOXJ2	CD247
FOXM1	CD247
NR3C1	C8ORF37
NR3C1	ALAD
FOXP3	CPNE1
FOXO4	CPNE1
PDX1	CPNE1
PPARA	TMEM175
RXRA	TMEM175
CD40	CYS1
NFKB1	CYS1
FKBP4	CYS1
NR2F2	FAM126A
RXRA	LRRC16A
NR1H2	LRRC16A
RREB1	SLC27A5
GABPA	SLC27A5
GABPB1	SLC27A5
GABPB2	SLC27A5
AHR	SLC27A5
ARNT	SLC27A5
CUX1	SLC27A5
PAX6	LEPREL2
NKX6-1	PIK3R3
NFYB	PIK3R3
NFYA	PIK3R3
ZNF589	GADD45G
ELSPBP1	GADD45G
SRF	GADD45G
GABPA	GADD45G
MYOD1	GADD45G
TCF3	GADD45G
TBP	GADD45G
FOXO1	GADD45G
POU3F2	CBFA2T3
POU3F1	CBFA2T3
STAT1	CBFA2T3
POU5F1	CBFA2T3
SMAD4	CBFA2T3
POU4F1	CBFA2T3
POU5F1B	CBFA2T3
POU2F2	CBFA2T3
POU2AF1	CBFA2T3
POU2F1	CBFA2T3
MEIS1	RGL2
FOXO3B	RGL2
GFI1	RGL2
HOXA9	RGL2
ELK1	RGL2
GFI1B	RGL2
FOXO3	RGL2
TFAP2A	BRMS1
TFAP2B	BRMS1
RREB1	SRRM4
VSX2	FBXO45
BACH2	LBX2
GATA1	LBX2
TP53	LBX2
DEC1	LBX2
BHLHE41	LBX2
CEBPB	LBX2
TP63	LBX2
GATA2	LBX2
GATA3	LBX2
FOXO3B	PCNP
FOXO3	PCNP
PDX1	ETV3
CNTN2	SGIP1
CREB1	SGIP1
SMAD3	EGLN2
SMAD2	EGLN2
SMAD6	EGLN2
SMAD5	EGLN2
SMAD4	EGLN2
SMAD7	EGLN2
SMAD1	EGLN2
ARNT	EGLN2
GATA1	SGK196
MEF2A	CPNE4
EGR2	HYAL1
EGR1	HYAL1
SREBF1	HYAL1
EGR3	HYAL1
EGR4	HYAL1
TFAP4	HYAL1
SMAD3	IGSF9B
SMAD2	IGSF9B
SMAD6	IGSF9B
SMAD5	IGSF9B
SMAD4	IGSF9B
SMAD7	IGSF9B
SMAD1	IGSF9B
NFYB	IGSF9B
AHR	IGSF9B
ARNT	IGSF9B
NFYA	IGSF9B
ZEB1	IGSF9B
YY1	MMP14
FOXO1	MMP14
CD40	PPCS
NFKB1	PPCS
IRF7	PPCS
ONECUT2	RPS6KB1
ONECUT1	RPS6KB1
POU1F1	RPS6KB1
PAX5	DPM2
GATA1	PPOX
NKX2-1	PPOX
LMO2	PPOX
NFYB	PPOX
AHR	PPOX
NR3C1	PPOX
NFYA	PPOX
PATZ1	ATXN7L2
GATA1	ATXN7L2
ELSPBP1	ATXN7L2
TFF3	ATXN7L2
GTF2A2	ATXN7L2
GTF2A1	ATXN7L2
RREB1	ATXN7L2
ASCL1	ATXN7L2
TCF4	ATXN7L2
ZNF219	ATXN7L2
NFE2L1	ATXN7L2
MYOD1	ATXN7L2
MYOG	ATXN7L2
ARID5B	ATXN7L2
GTF2A1L	ATXN7L2
MYF5	ATXN7L2
TCF3	ATXN7L2
TCF12	ATXN7L2
MYF6	ATXN7L2
GATA4	ATXN7L2
CUX1	ATXN7L2
POU1F1	PIAS3
REST	NEFM
VSX2	ROBO3
NKX3-1	NFYC
RXRA	NFYC
AHR	NFYC
ARNT	NFYC
NR1H4	NFYC
RORA	NFYC
E2F1	PHPT1
HIF1A	PHPT1
HAND1	PHPT1
MXD1	PHPT1
THRB	PHPT1
TP53	PHPT1
ELSPBP1	PHPT1
TFF3	PHPT1
THRA	PHPT1
NKX2-1	PHPT1
ASCL1	PHPT1
SP1	PHPT1
DEC1	PHPT1
USF2	PHPT1
SP2	PHPT1
USF1	PHPT1
HNF4A	PHPT1
BHLHE41	PHPT1
TCF4	PHPT1
SP4	PHPT1
GCM1	PHPT1
RARA	PHPT1
UBP1	PHPT1
KLF12	PHPT1
SP3	PHPT1
RARB	PHPT1
ESR2	PHPT1
MYC	PHPT1
HAND2	PHPT1
MXI1	PHPT1
RXRG	PHPT1
MYOD1	PHPT1
TAL2	PHPT1
RXRA	PHPT1
TFEB	PHPT1
AHR	PHPT1
MAX	PHPT1
MAZ	PHPT1
ARNT	PHPT1
MYOG	PHPT1
NR3C1	PHPT1
ARID5B	PHPT1
ESR1	PHPT1
AR	PHPT1
MYF5	PHPT1
HES1	PHPT1
TCF3	PHPT1
SETD2	PHPT1
PAX8	PHPT1
TCF12	PHPT1
TFE3	PHPT1
MYF6	PHPT1
RARG	PHPT1
RXRB	PHPT1
MYCN	PHPT1
ARNT2	PHPT1
NHLH1	PHPT1
PAX2	TAF11
MEF2A	FAM49A
E2F1	ATF3
BACH2	ATF3
POU3F2	ATF3
DSP	ATF3
NR1I2	ATF3
PAX1	ATF3
FOXO4	ATF3
IRF7	ATF3
MEF2A	ATF3
CREM	ATF3
RXRA	ATF3
ATF3	ATF3
CASR	ATF3
APC	ATF3
CREB1	ATF3
PLAU	ATF3
VDR	ATF3
RXRB	ATF3
TFDP1	ATF3
CUX1	ATF3
E2F4	ATF3
REST	STMN2
HNF1A	STMN2
TFAP2A	CDYL2
TFAP2B	CDYL2
ONECUT2	COPS7A
USF2	COPS7A
USF1	COPS7A
ONECUT1	COPS7A
MAX	COPS7A
GABPA	ELAC1
GABPB1	ELAC1
GABPB2	ELAC1
CNTN2	THAP2
CREB1	THAP2
POU2F1	RHBDD2
VSX2	LGI3
TCF3	SLC29A3
ONECUT2	L3MBTL3
OTX2	L3MBTL3
ONECUT1	L3MBTL3
LHX3	L3MBTL3
OTX1	L3MBTL3
PAX3	MTCH2
MEF2A	MTCH2
ARNT	MTCH2
NR1I2	GLB1
NR2F2	GLB1
NR1H3	GLB1
RARA	GLB1
RARB	GLB1
RXRG	GLB1
RXRA	GLB1
NR2F1	GLB1
CASR	GLB1
NR1H2	GLB1
RARG	GLB1
RXRB	GLB1
CDX1	LSG1
CDX2	LSG1
RORA	ARL6IP1
POU3F2	PFKFB4
PAX6	PFKFB4
ZEB1	PFKFB4
POU2F1	PFKFB4
ZNF350	CIZ1
SRF	WWTR1
NR2F2	AMIGO3
NFYB	AMIGO3
NFYA	AMIGO3
HINFP	AMIGO3
HIF1A	ENO1
NFE2	ENO1
MYC	ENO1
CEBPD	ENO1
GABPA	ENO1
MAX	ENO1
ARNT	ENO1
CNTN2	ENO1
SETD2	ENO1
CREB1	ENO1
POU3F2	ATXN3
MYC	ATXN3
MAX	ATXN3
ARNT	ATXN3
E2F1	HIST1H4L
POU3F2	HIST1H4L
POU3F1	HIST1H4L
NKX3-1	HIST1H4L
DSP	HIST1H4L
STAT1	HIST1H4L
BRCA1	HIST1H4L
POU5F1	HIST1H4L
USF2	HIST1H4L
OTX2	HIST1H4L
POU4F1	HIST1H4L
MEF2A	HIST1H4L
NFYB	HIST1H4L
E2F5	HIST1H4L
SOX9	HIST1H4L
OTX1	HIST1H4L
NFYA	HIST1H4L
HSF1	HIST1H4L
E2F2	HIST1H4L
SRY	HIST1H4L
POU5F1B	HIST1H4L
HINFP	HIST1H4L
TBP	HIST1H4L
IRF1	HIST1H4L
E2F3	HIST1H4L
POU2F2	HIST1H4L
POU2AF1	HIST1H4L
E2F4	HIST1H4L
POU2F1	HIST1H4L
ZNF589	GPNMB
NR6A1	ZNF408
RUNX3	ZNF408
RUNX1	ZNF408
RUNX2	ZNF408
POU1F1	UEVLD
CUX1	UEVLD
EGR2	IRGC
PAX1	C19ORF40
NFYB	C19ORF40
NFYA	C19ORF40
NFE2	GCLC
FOSL1	GCLC
JUNB	GCLC
JUN	GCLC
FOS	GCLC
JUND	GCLC
SRF	KCNH5
HNF1A	CLEC7A
CUX1	PHF21B
NR2F2	SLX1B
ELK4	SLX1B
SREBF2	SLX1B
SREBF1	SLX1B
HNF4A	SLX1B
PPARA	SLX1B
HNF4G	SLX1B
FLI1	SLX1B
RXRA	SLX1B
ETS2	SLX1B
ZBTB6	SLX1B
ETS1	SLX1B
ELF2	SLX1B
NR2F1	SLX1B
CUZD1	SLX1B
NR1H2	SLX1B
ZEB1	SLX1B
ERF	SLX1B
PPARG	SLX1B
E2F1	MSLNL
MYC	MSLNL
MAX	MSLNL
PAX1	NT5C1B
TAL1	SYS1
TCF3	SYS1
HIC1	PLEKHH1
REST	SLC6A5
TFAP2C	EFNB2
TFAP2A	EFNB2
TBP	EFNB2
ELSPBP1	FRMPD1
MYOD1	FRMPD1
TCF3	FRMPD1
MEF2A	DDN
MEF2A	OGFRL1
MEF2A	GIF
YY1	GNB2L1
CEBPD	GNB2L1
SP1	ATXN7L3
SP2	ATXN7L3
HOXC6	ATXN7L3
SP4	ATXN7L3
SP3	ATXN7L3
PBX3	ATXN7L3
PKNOX1	ATXN7L3
PBX1	ATXN7L3
HOXB1	ATXN7L3
MAZ	ATXN7L3
MZF1	ATXN7L3
PDX1	ATXN7L3
PBX2	ATXN7L3
HOXB7	ATXN7L3
HOXB8	ATXN7L3
USF2	MAPRE2
USF1	MAPRE2
HNF1A	MAPRE2
RFX1	MAPRE2
ATF1	MAPRE2
LHX3	CAMK2D
CNTN2	CAMK2D
CREB1	CAMK2D
TBP	CAMK2D
STAT3	ADAL
STAT1	ADAL
PAX3	ADAL
ATF3	SKIL
ATF1	SKIL
IRF7	ACAA1
IRF1	ACAA1
ESR1	SHANK1
LEF1	ATP6V1F
RFX1	ATP6V1F
HIF1A	NME4
SETD2	NME4
MTF1	TPD52
GATA1	FBXL15
HERPUD1	FBXL15
RFX1	FBXL15
TCF3	FBXL15
HSF1	ZNF784
PITX2	ZNF784
ATF2	ZNF784
CEBPA	TRNP1
TCF3	TRNP1
EGR3	MAN2A2
ATF5	OXSR1
ATF6	OXSR1
TLX1	OXSR1
CREM	OXSR1
ATF4	OXSR1
JUN	OXSR1
NFIC	OXSR1
ATF7	OXSR1
ATF3	OXSR1
ATF1	OXSR1
HINFP	OXSR1
CREB1	OXSR1
ATF2	OXSR1
PLAU	OXSR1
TAL1	TMEM120B
TCF3	TMEM120B
GATA4	TMEM120B
NRF1	RTCD1
PGR	ASCL3
RORA	COG5
RFX1	TCTN3
CRX	RTN3
RAX	RTN3
TCF3	RTN3
PITX2	RTN3
IRF1	BACE1
FOXD1	ARID1B
TBX5	ARID1B
HSF1	ARID1B
FOXO3	ARID1B
FOXI1	ARID1B
CUX1	ARID1B
NFE2	LRRFIP1
CDX1	LRRFIP1
CDX2	LRRFIP1
ESR1	LTN1
CNTN2	SEPHS2
CREB1	SEPHS2
FOXC1	GSX2
ELF2	GSX2
HNF1A	BDP1
CEBPD	BDP1
HNF1B	BDP1
SP3	DET1
NR2F2	C2ORF54
NR2F1	C2ORF54
ELF2	PGLYRP4
TBP	PGLYRP4
JUN	HIST1H3B
IRF8	HIST1H3B
ATF2	HIST1H3B
TBP	HIST1H3B
POU2F1	HIST1H3B
LEF1	ZNF419
HNF1A	ZNF419
FOXJ2	ZNF419
ARID5B	NAIF1
SP1	LCNL1
SMAD4	LCNL1
AHR	LCNL1
ARNT	LCNL1
HES1	LCNL1
POU2F1	MYT1L
GATA1	IFITM5
IRF2	NDUFA9
CREM	PFAS
ATF3	PFAS
HLF	PFAS
CREB1	PFAS
ATF2	PFAS
PLAU	PFAS
PAX5	PDHX
YY1	UBR2
PRDM1	UBR2
PAX6	UBR2
PPARG	UBR2
FOXI1	C6ORF106
E2F1	ZPBP2
ONECUT2	ZPBP2
REL	ZPBP2
CD40	ZPBP2
ONECUT1	ZPBP2
NFKB1	ZPBP2
NFKB2	ZPBP2
LHX3	ZPBP2
FKBP4	ZPBP2
RELA	ZPBP2
APC	ZPBP2
CUX1	ZPBP2
E2F4	ZPBP2
CEBPG	PRPF18
PPARA	PRPF18
RXRA	PRPF18
REL	DLX2
CD40	DLX2
NFKB1	DLX2
NFKB2	DLX2
PAX2	DLX2
FKBP4	DLX2
RELA	DLX2
SOX9	DLX2
ZBTB16	DLX2
AR	DLX2
FOS	DLX2
GATA4	DLX2
CUX1	DLX2
SP1	ARPC1B
SP2	ARPC1B
SRF	ARPC1B
CD40	ARPC1B
SP4	ARPC1B
NFKB1	ARPC1B
SP3	ARPC1B
RXRA	ARPC1B
FKBP4	ARPC1B
NR1H4	ARPC1B
NR5A2	ARPC1B
PITX2	ARPC1B
GATA1	ZNF48
ZEB1	ZNF48
TP53	BTG3
FOXA1	BTG3
FOXA2	BTG3
FOXA3	BTG3
CREM	BTG3
ATF3	BTG3
CREB1	BTG3
PLAU	BTG3
FOXM1	BTG3
IL6	THAP11
GATA1	THAP11
LMO2	THAP11
RUNX3	THAP11
RUNX1	THAP11
RUNX2	THAP11
IRF7	MEIS1
HSF1	MEIS1
IRF1	MEIS1
CUX1	MEIS1
MYC	CEBPA
MAX	CEBPA
GATA1	PSD
HERPUD1	PSD
GCM1	PSD
RFX1	PSD
TCF3	PSD
EGR2	SLC17A5
EGR1	SLC17A5
EGR3	SLC17A5
EGR4	SLC17A5
CD40	ZNF670
NFKB1	ZNF670
FKBP4	ZNF670
ZNF350	PGM1
PBX1	LIF
PAX5	RPS6KA4
POU2F1	RPS6KA4
AR	TRIM38
GABPA	FBXW2
GABPB1	FBXW2
GABPB2	FBXW2
FOXJ2	PCDHB11
XBP1	TSSK2
POU3F2	ST7
USF1	ST7
ARNT	ST7
TFAP2A	ST7
E4F1	LMTK2
SRF	LITAF
TAL1	LITAF
PBX1	LITAF
TCF3	LITAF
BACH2	SQSTM1
FOXD1	SQSTM1
NRF1	SQSTM1
NR1I2	SQSTM1
MAF	SQSTM1
NR2F2	SQSTM1
MAFB	SQSTM1
CD40	SQSTM1
NR1H3	SQSTM1
NFE2L3	SQSTM1
NFKB1	SQSTM1
RARA	SQSTM1
FOSL2	SQSTM1
SP3	SQSTM1
MAFG	SQSTM1
RARB	SQSTM1
NFE2	SQSTM1
MYC	SQSTM1
GABPA	SQSTM1
FOSL1	SQSTM1
JUNB	SQSTM1
NFE2L1	SQSTM1
